ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000001714525;CDC72MLBFS2EUA           ;CDC72MLBFS2EUA           ;8717009859899;Rod Curado Casting EXTRA FAST ;2,18m  7'2"  3/16-1/2oz 2pc             ;2;98.97;164.95;164.95;001;N;.                             ;Shimano        ;20220114_Curado-Casting_Main.jpg                  ;001;N;
000000001714524;CDC72M2EUA               ;CDC72M2EUA               ;8717009859905;Rod Curado Casting FAST       ;2,18m  7'2"  1/4-1/2oz  2pc             ;2;98.97;164.95;164.95;001;N;.                             ;Shimano        ;20220114_Curado-Casting_Main.jpg                  ;001;N;
000000001714523;CDC72H2EUA               ;CDC72H2EUA               ;8717009859912;Rod Curado Casting FAST       ;2,18m  7'2"  1/2-1oz  2pc               ;2;98.97;164.95;164.95;001;N;.                             ;Shimano        ;20220114_Curado-Casting_Main.jpg                  ;001;N;
000000001714522;CDC70MH2EUA              ;CDC70MH2EUA              ;8717009859882;Rod Curado Casting EXTRA FAST ;2,13m 7'0'' 3/8-3/4oz 2pc               ;2;98.97;164.95;164.95;001;N;.                             ;Shimano        ;20220114_Curado-Casting_Main.jpg                  ;001;N;
000000001565568;CATTEGTLI503             ;CATTEGTLI503             ;8717009848176;CATTEGTLI50 section 3         ;                                        ;2;13.17;23.95;23.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565567;CATTEGTLI502             ;CATTEGTLI502             ;8717009848169;CATTEGTLI50 section 2         ;                                        ;2;11.52;20.95;20.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565566;CATTEGTLI403             ;CATTEGTLI403             ;8717009848152;CATTEGTLI40 section 3         ;                                        ;2;13.72;24.95;24.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565565;CATTEGTLI402             ;CATTEGTLI402             ;8717009848145;CATTEGTLI40 section 2         ;                                        ;2;11.52;20.95;20.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565564;CATTEGTLI1               ;CATTEGTLI1               ;8717009848138;CATTEGTLI40/50 section 1      ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565563;CATTEGTFA603             ;CATTEGTFA603             ;8717009848220;CATTEGTFA60 section 3         ;                                        ;2;14.27;25.95;25.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565562;CATTEGTFA602             ;CATTEGTFA602             ;8717009848213;CATTEGTFA60 section 2         ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565561;CATTEGTFA503             ;CATTEGTFA503             ;8717009848206;CATTEGTFA50 section 3         ;                                        ;2;13.72;24.95;24.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565560;CATTEGTFA502             ;CATTEGTFA502             ;8717009848190;CATTEGTFA50 section 2         ;                                        ;2;11.52;20.95;20.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001565559;CATTEGTFA1               ;CATTEGTFA1               ;8717009848183;CATTEGTFA50/60 section 1      ;                                        ;2;12.62;22.95;22.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000926268;CATSPG15035              ;CATSPG15035              ;8717009812641;Catana Spinning 150m 0,355mm  ;Grey                                    ;2;2.98;5.95;5.95;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926267;CATSPG15030              ;CATSPG15030              ;8717009812634;Catana Spinning 150m 0,305mm  ;Grey                                    ;2;2.75;5.49;5.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926266;CATSPG15028              ;CATSPG15028              ;8717009812627;Catana Spinning 150m 0,285mm  ;Grey                                    ;2;2.75;5.49;5.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926265;CATSPG15025              ;CATSPG15025              ;8717009812610;Catana Spinning 150m 0,255mm  ;Grey                                    ;2;2.25;4.49;4.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926264;CATSPG15022              ;CATSPG15022              ;8717009812603;Catana Spinning 150m 0,225mm  ;Grey                                    ;2;2.25;4.49;4.49;001;N;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926263;CATSPG15020              ;CATSPG15020              ;8717009812597;Catana Spinning 150m 0,205mm  ;Grey                                    ;2;2.25;4.49;4.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926262;CATSPG15018              ;CATSPG15018              ;8717009812580;Catana Spinning 150m 0,185mm  ;Grey                                    ;2;2.25;4.49;4.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000000926261;CATSPG15016              ;CATSPG15016              ;8717009812573;Catana Spinning 150m 0,165mm  ;Grey                                    ;2;2.25;4.49;4.49;001;Y;Monofilament                  ;Shimano        ;20190516_Catana Spinning.jpg                      ;001;Y;
000000001683018;CATSBTE750               ;CATSBTE750               ;8717009852081;CATANA STATIC BAIT TE 750     ;                                        ;2;116.97;194.95;194.95;001;N;Catana Telescopic             ;Shimano        ;                                                  ;001;N;
000000001683017;CATSBTE650               ;CATSBTE650               ;8717009852074;CATANA STATIC BAIT TE 650     ;                                        ;2;103.77;172.95;172.95;001;N;Catana Telescopic             ;Shimano        ;                                                  ;001;N;
000000000693584;CATEXTE2-3               ;CATEXTE2-3               ;0022255506670;CATANA EX TE 2-6/7/8 Section 3;                                        ;2;11.52;20.95;20.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000001693521;CATDXTRLL6               ;CATDXTRLL6               ;8717009861380;CATANA DX TROLLING LITE 6     ;                                        ;2;62.98;125.95;125.95;001;N;.                             ;Shimano        ;20210809_Catana Trolling Lite_Main.jpg            ;001;Y;
000000001693520;CATDXTRLL20              ;CATDXTRLL20              ;8717009861410;CATANA DX TROLLING LITE 20    ;                                        ;2;62.98;125.95;125.95;001;Y;.                             ;Shimano        ;20210809_Catana Trolling Lite_Main.jpg            ;001;Y;
000000001693519;CATDXTRLL16              ;CATDXTRLL16              ;8717009861403;CATANA DX TROLLING LITE 16    ;                                        ;2;62.98;125.95;125.95;001;N;.                             ;Shimano        ;20210809_Catana Trolling Lite_Main.jpg            ;001;Y;
000000001693518;CATDXTRLL12              ;CATDXTRLL12              ;8717009861397;CATANA DX TROLLING LITE 12    ;                                        ;2;62.98;125.95;125.95;001;N;.                             ;Shimano        ;20210809_Catana Trolling Lite_Main.jpg            ;001;Y;
000000001784504;CATCXBTTEQ35HM1          ;CATCXBTTEQ35HM1          ;8717009892193;CATCXBTTEQ35H Section 1M      ;                                        ;2;3.82;6.95;6.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784503;CATCXBTTEQ35HH1          ;CATCXBTTEQ35HH1          ;8717009892186;CATCXBTTEQ35H Section 1H      ;                                        ;2;3.82;6.95;6.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784502;CATCXBTTEQ35H2           ;CATCXBTTEQ35H2           ;8717009892209;CATCXBTTEQ35H Section 2       ;                                        ;2;2.72;4.95;4.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001727923;CATCXBTTEQ35H            ;CATCXBTTEQ35H            ;8717009868389;Rod Catana CX Te Boat Quiver  ;3,50m  150g  5pc+tips                   ;2;49.98;99.95;99.95;001;Y;.                             ;Shimano        ;20230124_SKU_CATCXBTTEQ35H.jpg                    ;001;Y;
000000001784501;CATCXBTTEQ30HM1          ;CATCXBTTEQ30HM1          ;8717009892162;CATCXBTTEQ30H Section 1M      ;                                        ;2;3.82;6.95;6.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784500;CATCXBTTEQ30HH1          ;CATCXBTTEQ30HH1          ;8717009892155;CATCXBTTEQ30H Section 1H      ;                                        ;2;3.82;6.95;6.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784499;CATCXBTTEQ30H2           ;CATCXBTTEQ30H2           ;8717009892179;CATCXBTTEQ30H Section 2       ;                                        ;2;2.72;4.95;4.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001727922;CATCXBTTEQ30H            ;CATCXBTTEQ30H            ;8717009868372;Rod Catana CX Te Boat Quiver  ;3,00m  150g  5pc+tips                   ;2;46.98;93.95;93.95;001;N;.                             ;Shimano        ;20230124_SKU_CATCXBTTEQ30H.jpg                    ;001;Y;
000000001784498;CATCXBTTEQ27HM1          ;CATCXBTTEQ27HM1          ;8717009892131;CATCXBTTEQ27H Section 1M      ;                                        ;2;3.27;5.95;5.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784497;CATCXBTTEQ27HH1          ;CATCXBTTEQ27HH1          ;8717009892124;CATCXBTTEQ27H Section 1H      ;                                        ;2;3.27;5.95;5.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784496;CATCXBTTEQ27H2           ;CATCXBTTEQ27H2           ;8717009892148;CATCXBTTEQ27H Section 2       ;                                        ;2;2.72;4.95;4.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001727921;CATCXBTTEQ27H            ;CATCXBTTEQ27H            ;8717009868365;Rod Catana CX Te Boat Quiver  ;2,70m  150g  4pc+tips                   ;2;44.48;88.95;88.95;001;N;.                             ;Shimano        ;20230124_SKU_CATCXBTTEQ27H.jpg                    ;001;Y;
000000001784495;CATCXBTTEQ24HM1          ;CATCXBTTEQ24HM1          ;8717009892100;CATCXBTTEQ24H Section 1M      ;                                        ;2;3.27;5.95;5.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784494;CATCXBTTEQ24HH1          ;CATCXBTTEQ24HH1          ;8717009892094;CATCXBTTEQ24H Section 1H      ;                                        ;2;3.27;5.95;5.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
000000001784493;CATCXBTTEQ24H2           ;CATCXBTTEQ24H2           ;8717009892117;CATCXBTTEQ24H Section 2       ;                                        ;2;2.72;4.95;4.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600.jpg                     ;001;Y;
